Total_Stops,Price,journey_Month,Dep_hour,Arrival_hour,Duration_hours,Airline
2,13547,6,13,7,18,Air India
3,10703,5,5,19,38,Air India
0,4995,5,7,8,1,Jet Airways
0,3597,6,19,21,2,IndiGo
2,12723,5,5,8,27,IndiGo
1,13377,5,17,1,8,Multiple carriers
1,7408,6,13,21,8,Multiple carriers
0,5228,6,21,23,2,Air India
0,6860,3,0,3,2,IndiGo
1,11087,3,16,10,17,Jet Airways
1,10577,6,19,19,23,Air India
2,12734,3,6,11,28,Air India
2,14237,6,18,12,18,Jet Airways
1,17234,3,18,18,24,Jet Airways
1,12692,6,9,18,8,Jet Airways
0,6144,3,20,22,2,SpiceJet
0,4174,5,9,11,2,SpiceJet
1,10844,5,16,23,7,Jet Airways
1,8996,6,9,13,4,Air India
2,8114,3,17,22,29,Air India
1,9646,6,9,22,12,Multiple carriers
1,15554,5,7,12,5,Jet Airways
0,3175,5,16,18,1,IndiGo
1,4226,4,19,23,3,Air India
0,4030,5,7,10,3,Jet Airways
0,4591,4,1,4,2,IndiGo
1,9135,6,17,18,25,Vistara
0,3100,5,19,20,1,Air India
1,16736,3,8,23,14,Jet Airways
1,14714,6,19,12,17,Jet Airways
0,4332,3,11,14,2,IndiGo
2,13376,6,14,12,22,Jet Airways
1,14714,6,17,19,25,Jet Airways
1,5797,6,11,1,13,Multiple carriers
0,8016,6,19,22,3,Jet Airways
1,3809,5,19,23,4,IndiGo
0,2017,6,13,14,1,SpiceJet
2,15544,5,5,12,7,Air India
2,12219,4,9,5,20,Air India
1,9345,5,20,18,22,Vistara
1,7832,3,20,11,14,Jet Airways
1,6838,6,9,21,11,IndiGo
0,4030,5,11,14,2,Jet Airways
2,16704,5,13,4,15,Jet Airways
2,13873,5,7,1,18,Jet Airways
1,15764,3,23,4,5,Jet Airways
2,13014,6,5,4,22,Jet Airways
1,8714,3,6,12,5,Air India
0,5224,4,14,16,2,IndiGo
1,6526,5,7,21,13,IndiGo
2,9483,4,13,19,29,Jet Airways
0,7240,3,11,14,2,Vistara
2,15129,5,13,19,29,Air India
2,15129,5,9,12,26,Jet Airways
1,14571,6,14,23,9,Jet Airways
1,4226,4,6,10,4,IndiGo
2,13029,5,9,12,26,Jet Airways
1,9134,3,7,12,5,Jet Airways
1,6496,5,5,10,4,IndiGo
2,13882,6,11,12,24,Jet Airways
1,7064,4,20,8,12,Jet Airways
1,7531,3,11,19,7,Multiple carriers
0,3898,4,20,23,2,GoAir
2,9443,6,16,19,26,Air India
1,7832,3,22,12,13,Jet Airways
2,10441,6,22,19,21,Air India
1,6692,3,21,19,22,Air India
0,5575,3,20,23,2,SpiceJet
1,14781,5,8,16,7,Jet Airways
1,8372,6,20,7,11,IndiGo
1,7893,4,16,7,15,Air India
1,14714,6,15,4,13,Jet Airways
0,4544,4,7,10,3,Jet Airways
2,16704,5,13,4,15,Jet Airways
1,14388,5,14,12,21,Air India
1,9663,5,21,10,12,Jet Airways
1,7318,3,17,1,8,IndiGo
0,3873,6,17,19,2,SpiceJet
0,8040,6,10,11,1,Jet Airways
1,8066,5,9,9,24,Jet Airways
1,6093,6,6,21,14,IndiGo
1,7917,3,16,20,4,IndiGo
0,3625,5,21,0,2,SpiceJet
0,6144,3,7,10,2,IndiGo
1,10262,6,9,12,27,Jet Airways
0,6985,3,22,0,2,IndiGo
1,7740,6,8,21,12,Multiple carriers
2,13014,6,9,12,26,IndiGo
0,7648,3,6,8,2,IndiGo
2,7870,6,15,23,8,Air Asia
2,14298,5,10,10,24,Air India
1,7886,5,9,21,12,Jet Airways
0,3100,3,6,7,1,Air India
2,13349,3,9,5,20,Air India
1,8452,5,20,9,12,Vistara
0,5678,6,19,21,1,Jet Airways
0,2437,3,13,14,1,Multiple carriers
2,10441,5,22,19,21,Air India
0,3807,4,10,12,2,Air Asia
0,4174,4,11,14,2,Multiple carriers
0,7229,6,6,8,2,Jet Airways
2,11546,4,9,4,19,Jet Airways
0,6094,4,5,8,2,Air India
2,6810,6,15,23,8,Air Asia
1,6628,6,18,1,6,IndiGo
2,11507,5,21,12,15,Jet Airways
1,15554,5,20,4,7,Jet Airways
0,2753,6,5,7,1,SpiceJet
0,3383,6,11,13,2,Air Asia
0,3841,4,6,9,2,SpiceJet
0,7229,5,19,22,3,Jet Airways
2,13014,6,5,4,22,Jet Airways
0,4544,4,7,10,3,Jet Airways
0,3873,5,6,9,2,SpiceJet
0,6144,3,20,22,2,IndiGo
1,9929,5,8,19,11,Air India
2,11201,5,5,20,14,Jet Airways
2,14483,3,5,7,25,Air India
2,15129,5,23,4,29,Jet Airways
1,8610,5,17,20,27,Vistara
1,10844,5,8,18,9,Jet Airways
0,4804,6,11,14,2,IndiGo
1,7832,3,8,15,6,Jet Airways
0,8016,6,18,22,3,Jet Airways
2,13014,6,9,12,26,Jet Airways
0,4804,6,17,19,2,Jet Airways
1,12373,5,10,19,9,Jet Airways
1,13555,3,14,5,15,Jet Airways
1,8759,6,7,15,7,Air Asia
1,7228,5,21,2,5,IndiGo
0,3625,6,13,15,1,Air India
0,3210,5,19,21,1,Jet Airways
0,4423,4,4,6,2,Multiple carriers
0,6144,3,22,1,2,Jet Airways
0,8016,6,8,11,3,Jet Airways
1,9134,3,5,12,6,Jet Airways
1,13727,5,17,1,8,Multiple carriers
2,5192,5,15,23,8,Air Asia
2,14083,5,7,1,18,Air India
2,9270,3,10,18,32,Vistara
0,4668,5,7,9,2,Vistara
2,5192,5,15,23,8,Air Asia
1,6442,6,8,16,7,IndiGo
2,13381,6,14,19,28,Air India
1,14781,5,8,20,12,Jet Airways
1,11467,5,9,9,24,Jet Airways
0,3398,5,11,14,2,GoAir
0,6961,6,6,8,2,IndiGo
1,9359,6,9,19,10,Multiple carriers
2,13882,6,9,4,19,Vistara
1,14714,6,22,4,5,Jet Airways
0,2017,6,13,14,1,Jet Airways
1,14714,6,20,19,22,Jet Airways
0,3943,5,21,0,3,IndiGo
1,10262,6,15,4,13,Jet Airways
1,10262,6,9,19,10,Jet Airways
2,10368,6,19,4,8,Jet Airways
2,10909,4,5,19,13,Jet Airways
0,4878,6,17,19,2,Vistara
1,8937,6,6,19,12,Multiple carriers
0,4995,6,7,8,1,Jet Airways
1,4098,4,8,13,4,Jet Airways
0,5586,4,6,9,3,Vistara
1,9663,5,14,10,20,Jet Airways
1,17024,3,11,18,7,Jet Airways
0,5678,6,2,4,1,Jet Airways
1,14781,5,6,19,13,Jet Airways
2,10151,5,12,7,19,Air India
0,3943,4,22,1,2,IndiGo
0,3850,5,7,10,2,IndiGo
0,6860,3,7,10,2,IndiGo
1,6794,5,17,1,8,IndiGo
0,3543,6,8,10,2,SpiceJet
1,6590,3,6,10,27,Vistara
0,4441,3,13,16,2,Air India
0,7229,6,15,18,2,Jet Airways
0,3419,6,20,23,2,GoAir
0,5048,6,7,10,2,GoAir
1,8601,3,8,19,10,Multiple carriers
1,12717,6,10,19,9,Multiple carriers
0,4050,6,2,4,1,Jet Airways
1,7198,6,13,1,12,Multiple carriers
1,13377,6,17,1,8,Multiple carriers
1,9187,5,7,22,15,Vistara
1,10844,5,21,18,21,Jet Airways
0,5613,3,16,18,2,Vistara
0,5403,4,9,12,2,Vistara
2,12436,6,12,19,30,Air India
0,2227,5,20,21,1,IndiGo
0,2753,6,5,7,1,SpiceJet
0,5678,6,10,11,1,Jet Airways
0,3971,6,21,0,2,SpiceJet
1,14714,6,9,19,10,Jet Airways
1,15353,3,11,19,7,Multiple carriers
1,11098,6,4,12,7,Multiple carriers
0,4804,5,11,14,2,IndiGo
2,21314,3,5,18,37,Jet Airways
1,10577,6,18,19,24,Jet Airways
1,18253,3,23,18,19,Jet Airways
0,8040,6,8,10,1,IndiGo
1,6838,6,9,21,11,IndiGo
0,11982,5,17,20,2,Jet Airways
1,10197,5,9,19,10,IndiGo
0,7229,4,8,11,3,Jet Airways
0,3841,5,6,9,2,SpiceJet
1,6195,6,21,3,5,IndiGo
2,12534,5,8,20,12,Air India
1,15029,3,0,4,28,Jet Airways
1,8021,3,5,10,4,IndiGo
1,15136,3,9,21,11,Multiple carriers
0,3597,6,13,15,2,IndiGo
0,5618,3,15,17,2,IndiGo
1,15400,3,9,18,9,Jet Airways
2,14424,5,10,5,19,SpiceJet
0,3807,4,19,22,2,Air Asia
2,9968,4,12,19,30,Air India
0,6144,5,19,22,3,Jet Airways
1,10031,3,19,18,22,Jet Airways
0,5228,6,21,23,2,Air India
0,2228,3,15,17,1,Jet Airways
0,3100,5,19,20,1,Air India
0,4483,4,23,2,2,Jet Airways
0,4995,5,10,11,1,Jet Airways
0,5911,4,10,12,2,Air India
1,6704,5,16,22,6,IndiGo
2,12856,3,19,19,23,Air India
2,12723,6,5,23,17,Air India
0,6121,5,6,8,2,Air India
0,6144,3,21,0,2,IndiGo
2,12140,5,7,1,18,Air India
1,9314,5,20,14,18,Jet Airways
1,10262,6,19,19,23,Jet Airways
0,4804,5,15,18,2,IndiGo
1,16108,6,9,19,10,Air Asia
0,4878,6,19,22,2,Vistara
1,10112,6,23,4,5,IndiGo
0,4804,4,21,0,2,IndiGo
1,10112,6,23,4,5,IndiGo
0,8016,6,11,14,2,Jet Airways
1,11087,3,11,10,22,Jet Airways
2,13014,6,9,4,18,Jet Airways
1,9646,6,9,22,12,Multiple carriers
2,10991,5,5,23,17,Air India
1,16289,6,7,12,5,Jet Airways
0,4174,5,17,19,2,SpiceJet
1,12373,5,13,4,15,Jet Airways
1,13817,3,16,8,15,Jet Airways
1,9646,5,7,22,15,Multiple carriers
0,3859,6,9,12,2,SpiceJet
1,9663,5,5,9,27,Jet Airways
1,7832,3,7,19,12,Jet Airways
1,6241,3,14,14,24,Air India
1,8018,6,13,22,9,Multiple carriers
0,9564,4,11,14,3,Jet Airways
1,7682,5,7,12,5,GoAir
1,11087,3,20,20,23,Multiple carriers
0,4804,4,21,0,2,Jet Airways
1,7740,6,7,21,13,Multiple carriers
1,12373,5,9,12,27,Jet Airways
0,3859,3,8,10,2,SpiceJet
0,5228,5,6,8,2,Air India
1,3809,4,19,23,4,IndiGo
1,10844,5,8,20,12,Jet Airways
1,13727,5,17,1,8,Multiple carriers
0,7171,6,17,19,2,Air India
1,6412,3,16,22,6,IndiGo
1,8513,3,4,16,11,IndiGo
1,10031,3,13,16,26,Jet Airways
2,10368,6,9,4,18,Jet Airways
0,4823,5,7,10,2,IndiGo
1,6027,5,17,22,5,IndiGo
0,6216,6,6,9,3,Air Asia
0,4423,6,4,6,2,IndiGo
2,15965,6,15,1,10,Multiple carriers
1,6282,5,11,0,13,IndiGo
1,13377,5,13,1,12,Multiple carriers
1,6442,3,6,22,15,IndiGo
0,4804,6,17,19,2,IndiGo
1,14571,6,14,22,8,Jet Airways
2,11753,6,10,7,20,Air India
1,6093,6,7,22,15,Multiple carriers
1,13067,5,20,9,13,Jet Airways
0,4804,5,15,18,2,IndiGo
0,3100,5,6,7,1,Air India
1,12284,3,11,8,20,GoAir
1,10703,5,9,22,12,Jet Airways
1,8355,5,10,17,7,Jet Airways
2,13376,6,14,12,22,Jet Airways
0,3573,5,9,12,2,SpiceJet
0,4823,5,16,19,3,IndiGo
0,5228,6,21,23,2,Multiple carriers
1,12524,6,8,19,10,Multiple carriers
0,4804,6,4,7,2,IndiGo
0,7648,3,16,19,2,Air India
1,9165,6,23,4,5,IndiGo
1,7670,5,8,21,12,Multiple carriers
1,14714,6,14,19,5,Air India
0,3943,5,21,0,3,IndiGo
0,6934,5,14,17,3,Air India
1,5963,3,17,18,25,Jet Airways
2,8366,5,9,18,8,Air India
0,4823,5,20,22,2,Jet Airways
0,4174,4,4,7,2,IndiGo
1,12717,6,9,19,10,Multiple carriers
2,11148,5,12,11,23,Jet Airways
0,4990,6,18,21,2,IndiGo
1,6017,3,22,18,20,IndiGo
1,13067,5,20,19,22,Jet Airways
0,4174,5,9,11,2,SpiceJet
2,13033,5,10,1,15,Air India
1,11087,3,18,20,25,Jet Airways
1,10262,6,14,19,5,Jet Airways
1,11269,3,7,15,8,IndiGo
1,7005,6,12,21,8,Multiple carriers
0,5228,4,6,8,2,Air India
1,9663,5,14,9,19,Jet Airways
0,1965,6,13,14,1,SpiceJet
1,7832,3,14,11,21,Jet Airways
1,9134,3,5,18,12,Jet Airways
1,8309,5,10,19,8,Multiple carriers
0,4441,3,21,23,2,Air India
0,3873,6,22,0,2,SpiceJet
1,11050,3,4,19,15,Air India
2,9941,5,12,21,9,Air India
0,4392,5,19,20,1,IndiGo
0,3841,5,6,9,2,SpiceJet
1,10979,6,10,19,9,Air India
0,5674,3,14,17,3,Air India
1,10262,6,13,12,23,Jet Airways
0,4823,6,8,11,2,Jet Airways
2,14219,3,6,15,33,Air India
1,16079,5,13,19,6,Jet Airways
1,5704,3,17,23,5,Air India
1,6953,3,12,19,6,Multiple carriers
1,10262,6,21,4,6,Jet Airways
0,11934,3,22,1,2,IndiGo
2,10861,5,5,19,13,Air India
1,16079,5,21,19,21,Air India
1,8586,5,8,4,20,Jet Airways
0,3898,4,20,23,2,GoAir
0,8040,6,7,8,1,Jet Airways
1,9646,6,7,22,15,Multiple carriers
1,6451,5,7,13,5,Air Asia
2,15129,5,13,19,29,Jet Airways
2,11762,3,21,19,21,Air India
1,15135,3,9,18,9,Multiple carriers
0,4823,5,18,21,2,IndiGo
1,8295,4,7,22,15,Vistara
1,9205,5,8,19,10,Multiple carriers
0,3943,5,10,13,2,IndiGo
1,13626,6,14,19,5,Jet Airways
0,3943,5,10,13,2,GoAir
0,3841,6,14,17,2,SpiceJet
1,14388,5,6,9,26,Jet Airways
0,4668,5,7,9,2,Vistara
0,13885,3,14,16,2,Air India
1,8018,5,7,16,9,Multiple carriers
0,4148,3,21,0,2,Jet Airways
1,6442,4,7,16,8,SpiceJet
2,11185,6,7,9,26,Air India
1,5583,5,6,11,5,SpiceJet
1,5073,4,7,12,4,Jet Airways
2,13882,6,14,12,22,Jet Airways
1,6218,5,18,23,5,IndiGo
1,11467,4,9,18,8,Jet Airways
1,12373,5,14,12,22,IndiGo
0,6297,3,11,14,2,IndiGo
0,4823,6,7,10,2,IndiGo
1,5947,4,16,21,5,IndiGo
1,5406,4,16,12,20,Jet Airways
1,4775,5,15,20,4,IndiGo
1,11936,6,7,16,9,Air India
0,4823,6,16,19,3,IndiGo
0,4995,6,7,8,1,Jet Airways
0,3311,5,5,8,2,SpiceJet
1,10262,6,11,12,25,Jet Airways
1,9314,5,20,14,18,Jet Airways
0,4107,4,19,22,2,Air Asia
1,9646,6,9,22,12,Multiple carriers
0,3943,5,4,6,2,IndiGo
1,14486,3,9,15,6,Multiple carriers
0,7303,3,22,1,2,Multiple carriers
2,13882,6,21,12,15,Jet Airways
1,9345,5,7,18,11,Jet Airways
0,4544,4,19,22,3,Jet Airways
1,9585,3,4,12,7,IndiGo
0,4423,5,6,8,2,IndiGo
1,7318,3,10,1,14,IndiGo
1,10197,5,9,19,10,Multiple carriers
0,5613,4,19,22,2,Jet Airways
1,12395,3,10,22,12,Jet Airways
1,13759,3,8,4,20,Jet Airways
1,14571,6,6,18,11,Jet Airways
1,15554,5,22,19,20,Jet Airways
0,3383,3,23,2,2,Jet Airways
0,4729,4,5,8,2,Air India
2,11552,3,7,19,36,Air India
1,15058,6,8,19,11,Jet Airways
1,8470,3,2,8,5,IndiGo
0,4282,5,4,7,2,SpiceJet
1,8662,5,20,10,14,Vistara
2,11911,5,5,7,25,Air Asia
0,5277,6,22,0,2,IndiGo
1,7888,5,10,21,11,Multiple carriers
1,7452,5,16,21,28,Air India
2,12723,6,5,8,27,Air India
1,16079,5,11,19,7,Jet Airways
1,10844,6,18,19,24,Jet Airways
2,19681,3,20,19,23,Air India
0,4282,4,4,7,2,Air Asia
0,4878,5,17,19,2,Vistara
1,15764,3,2,19,17,Jet Airways
2,16704,5,23,4,29,Jet Airways
0,8016,6,17,20,3,Jet Airways
2,6103,5,6,12,5,IndiGo
0,3100,6,13,15,1,Air India
1,12373,5,7,12,5,Jet Airways
0,4668,6,9,12,2,Vistara
1,10844,5,21,18,21,Vistara
1,6442,6,11,22,10,IndiGo
1,4959,6,10,19,9,GoAir
1,13377,6,16,1,9,SpiceJet
1,13377,6,13,1,12,Multiple carriers
1,4205,6,19,23,4,IndiGo
1,7503,5,10,21,10,IndiGo
1,15135,3,7,18,11,Multiple carriers
1,6069,6,16,21,5,Jet Airways
2,15129,5,9,12,26,Jet Airways
0,8033,3,18,21,2,IndiGo
1,8907,6,13,23,9,Air India
1,5999,3,7,22,15,Multiple carriers
0,3847,3,6,9,2,SpiceJet
1,19225,3,14,21,7,Jet Airways
1,26890,3,7,13,6,Jet Airways
1,7740,5,14,22,7,Multiple carriers
0,7295,3,14,17,2,IndiGo
1,27992,3,8,20,12,Jet Airways
1,7695,3,10,1,15,Multiple carriers
1,6987,3,6,23,16,IndiGo
1,14323,5,10,19,9,Multiple carriers
1,12121,5,9,21,11,Air India
1,5177,4,14,19,5,Jet Airways
1,7038,6,14,22,7,Multiple carriers
0,2017,6,13,14,1,SpiceJet
0,2227,5,13,14,1,SpiceJet
2,13033,5,10,1,15,Air India
0,10873,3,23,2,2,Air Asia
0,11982,6,17,20,2,Vistara
2,10368,6,5,19,13,Jet Airways
1,6093,6,7,21,13,IndiGo
0,3943,6,13,15,2,IndiGo
0,5678,3,19,21,1,Jet Airways
1,14053,3,17,18,25,Jet Airways
1,7354,6,11,19,7,Multiple carriers
2,11762,3,7,19,36,Air India
1,10678,6,4,19,14,Multiple carriers
2,10991,5,5,20,14,Air India
1,10844,5,8,16,7,Jet Airways
0,6015,5,14,17,3,Multiple carriers
0,4823,5,7,10,2,IndiGo
0,5176,3,17,19,2,Air India
0,4174,4,4,7,2,IndiGo
2,18275,6,17,1,7,Multiple carriers
0,8246,4,18,21,3,Air India
2,9181,3,5,4,22,Jet Airways
0,4148,3,20,23,2,IndiGo
0,3873,5,9,11,2,SpiceJet
1,7480,5,17,9,16,Air India
0,3419,4,0,3,2,IndiGo
1,13377,6,10,1,15,Multiple carriers
0,3514,6,15,17,2,GoAir
1,17024,3,9,18,8,Jet Airways
0,3943,5,23,2,2,IndiGo
0,2227,3,20,21,1,Air India
2,15129,5,23,19,19,Jet Airways
1,12898,5,16,4,12,Jet Airways
2,6117,5,9,11,25,Air India
2,13616,5,9,17,31,Jet Airways
0,5198,5,17,20,3,Jet Airways
0,4991,5,9,12,2,SpiceJet
2,11542,5,9,13,28,Air India
2,14300,6,20,19,23,Jet Airways
0,3815,3,22,0,2,SpiceJet
1,17261,3,16,11,18,Jet Airways
2,9653,6,16,19,26,Air India
1,7870,6,14,19,5,GoAir
1,10262,6,17,19,25,Jet Airways
1,9314,5,9,19,9,Jet Airways
3,10493,6,5,19,38,Jet Airways
0,4591,5,13,15,2,IndiGo
1,11467,5,17,22,29,Jet Airways
1,12284,3,18,7,13,Jet Airways
1,14067,5,13,21,8,Multiple carriers
1,8586,5,6,16,9,IndiGo
0,4823,4,18,21,2,IndiGo
1,14151,5,20,21,24,GoAir
1,14871,3,4,15,10,IndiGo
1,13587,6,7,21,13,Multiple carriers
1,7198,6,18,1,7,Multiple carriers
1,9663,5,20,4,8,Jet Airways
1,15554,5,2,19,16,Jet Airways
0,3841,5,9,11,2,SpiceJet
2,9920,4,16,8,16,Air India
0,10067,3,10,13,2,IndiGo
0,4174,4,17,19,2,IndiGo
2,12819,6,23,12,13,Jet Airways
1,10703,5,9,21,11,Jet Airways
1,11087,3,22,20,21,Jet Airways
0,3543,6,8,10,2,SpiceJet
1,6960,3,13,4,15,Jet Airways
0,3540,5,5,7,2,IndiGo
0,4842,3,7,9,2,Vistara
1,7757,5,14,10,20,Jet Airways
1,6442,4,7,16,8,IndiGo
1,12373,5,18,4,10,Jet Airways
0,3873,4,22,0,2,SpiceJet
0,5201,6,18,21,3,Air India
1,13555,3,22,9,10,Jet Airways
1,13044,6,20,8,12,Jet Airways
2,20694,3,19,18,47,IndiGo
2,15129,5,23,19,19,Jet Airways
1,4649,4,15,20,5,SpiceJet
1,10262,6,22,19,20,Jet Airways
0,2227,3,20,21,1,IndiGo
0,3597,5,17,20,2,SpiceJet
1,12373,5,19,19,23,Jet Airways
1,12373,5,2,4,26,Jet Airways
1,6938,6,14,22,8,IndiGo
1,13587,6,9,21,12,Multiple carriers
1,5726,6,8,13,4,SpiceJet
0,3898,5,7,10,2,IndiGo
2,8236,3,19,19,23,Air India
0,5224,5,11,14,2,IndiGo
1,5380,5,15,20,4,IndiGo
1,7832,3,8,7,23,Jet Airways
0,5176,4,17,19,2,Air India
1,5192,4,22,10,12,Air Asia
1,10262,6,10,12,26,Jet Airways
1,12898,6,21,4,6,Jet Airways
0,5601,6,5,8,3,IndiGo
1,12677,3,6,9,27,Air India
0,4823,4,13,15,2,IndiGo
1,12507,5,10,19,9,Multiple carriers
0,4466,6,9,13,3,Jet Airways
0,3597,5,9,12,2,SpiceJet
0,3100,5,21,22,1,Air India
0,3543,6,9,12,2,SpiceJet
1,14053,3,6,19,12,Jet Airways
1,9555,5,17,18,25,Vistara
1,13941,5,20,4,8,Jet Airways
1,9345,5,17,20,27,Jet Airways
0,5224,6,22,0,2,IndiGo
2,13882,6,9,12,27,Jet Airways
0,6985,3,17,20,2,IndiGo
0,7229,4,15,18,2,Jet Airways
1,10844,6,20,9,13,Jet Airways
1,13587,6,16,1,9,IndiGo
1,8586,5,5,12,6,Jet Airways
1,12121,5,17,14,21,Jet Airways
1,6943,5,13,1,12,Multiple carriers
2,13696,5,12,19,30,Air India
0,4777,3,23,2,2,IndiGo
1,8565,3,10,1,15,Multiple carriers
2,10929,3,19,4,33,Multiple carriers
0,8040,5,10,11,1,Jet Airways
1,9316,5,10,19,8,Multiple carriers
1,9899,6,6,12,5,Jet Airways
1,14871,3,7,15,8,IndiGo
0,3873,5,6,9,2,SpiceJet
2,14687,5,9,5,20,Air India
1,10031,3,8,4,20,Jet Airways
2,13591,6,16,19,26,Jet Airways
0,3597,6,9,12,2,SpiceJet
1,8028,5,16,22,5,Air Asia
1,10539,6,9,14,28,Jet Airways
0,2227,6,20,21,1,IndiGo
0,2227,3,21,22,1,IndiGo
1,14151,5,9,18,8,Jet Airways
2,15129,5,23,4,29,Jet Airways
1,15603,3,13,1,12,Multiple carriers
2,14300,6,20,12,16,Jet Airways
0,4804,6,4,7,2,IndiGo
1,6393,6,7,13,6,GoAir
1,5298,4,6,12,5,IndiGo
1,5117,4,20,9,12,Air India
1,6582,6,7,12,5,IndiGo
0,7229,5,19,22,3,Jet Airways
0,1965,5,5,7,1,SpiceJet
0,4332,5,11,14,2,IndiGo
0,3749,5,22,1,2,IndiGo
2,10703,3,18,19,24,Air India
0,2754,5,2,4,1,IndiGo
1,8714,3,8,15,6,Air India
2,10991,5,5,20,14,Air India
1,10844,5,8,18,9,Air India
1,9315,5,7,19,11,Multiple carriers
1,4812,4,8,13,4,SpiceJet
1,17024,3,2,18,16,Jet Airways
0,5769,6,15,18,2,Jet Airways
1,8586,5,6,4,22,Jet Airways
1,8067,5,17,23,5,Air India
1,6933,3,17,22,4,IndiGo
1,27992,3,14,20,6,Jet Airways
2,10368,6,9,12,26,Air India
0,3841,5,17,19,2,SpiceJet
1,12192,6,9,19,10,Multiple carriers
1,8143,6,9,21,12,Multiple carriers
1,14815,3,11,19,7,Jet Airways
0,4995,6,10,11,1,IndiGo
2,10676,5,12,11,23,Air India
1,8586,5,20,4,8,Jet Airways
1,13937,5,8,21,13,Jet Airways
0,4544,4,8,11,3,Jet Airways
1,5054,6,20,1,5,SpiceJet
1,21226,3,16,1,9,Multiple carriers
1,8355,5,10,17,7,Jet Airways
1,7740,6,8,21,12,Multiple carriers
0,4160,3,10,11,1,Jet Airways
1,5636,5,7,12,5,IndiGo
0,5515,4,21,0,2,SpiceJet
1,12898,5,21,12,14,Jet Airways
2,15107,5,14,12,22,Air India
1,9555,5,7,18,11,Vistara
0,2017,5,13,14,1,SpiceJet
1,8266,5,6,19,13,Multiple carriers
1,10262,6,13,12,23,Jet Airways
1,8366,5,9,7,22,Air India
1,13067,5,9,14,28,Jet Airways
1,8073,5,10,21,11,Multiple carriers
2,15965,6,15,1,10,SpiceJet
1,11410,6,20,7,10,Air Asia
1,7575,5,11,19,7,Multiple carriers
1,36235,3,14,19,5,Jet Airways
0,3383,6,23,2,2,Air Asia
0,4030,5,6,8,2,IndiGo
1,19225,3,5,13,7,Jet Airways
1,5177,4,14,12,22,Jet Airways
1,12242,4,22,4,5,Jet Airways
1,13587,6,9,21,12,Multiple carriers
1,13941,5,5,12,6,Jet Airways
0,4944,3,0,3,2,IndiGo
1,4860,4,19,0,4,IndiGo
1,9929,6,10,19,9,Air India
0,11633,3,17,19,2,Air India
1,5406,4,7,19,11,Jet Airways
1,14571,6,8,19,11,Jet Airways
2,10151,5,12,18,30,Air India
1,7503,5,18,1,6,Jet Airways
1,13067,5,9,18,8,Jet Airways
1,11134,3,16,12,19,Jet Airways
1,13587,6,9,21,12,Multiple carriers
2,8273,3,6,4,22,Jet Airways
1,11087,3,18,13,18,Jet Airways
1,14067,5,10,1,15,Air India
0,4778,3,5,8,2,Jet Airways
0,3597,6,19,21,2,IndiGo
2,10966,6,12,7,19,Air India
2,8052,3,17,7,14,Air India
1,15078,3,9,15,6,Multiple carriers
0,8040,5,10,11,1,Jet Airways
1,13587,5,13,21,8,Multiple carriers
1,14781,5,5,16,10,Jet Airways
0,3573,5,9,12,2,SpiceJet
1,14781,5,14,19,5,Jet Airways
1,15898,5,9,19,10,Multiple carriers
0,6015,4,14,17,3,IndiGo
0,3543,5,8,10,2,SpiceJet
0,8040,4,7,8,1,Jet Airways
1,9314,5,9,14,28,Jet Airways
0,3603,5,16,18,1,IndiGo
0,4804,5,15,17,2,IndiGo
0,4148,3,21,0,2,IndiGo
1,16079,5,17,19,25,Jet Airways
1,6316,6,16,1,9,IndiGo
1,14815,3,8,8,23,Jet Airways
1,8366,6,9,7,22,Air India
1,10844,5,16,4,12,Jet Airways
0,3625,5,9,12,2,SpiceJet
0,4823,6,7,10,2,IndiGo
1,6152,6,20,7,10,Air Asia
2,12970,6,17,19,26,Air India
1,11789,6,10,19,8,Jet Airways
2,13376,6,14,12,22,Jet Airways
1,8277,5,17,23,5,Air India
1,8930,6,9,21,12,Multiple carriers
0,8016,6,18,22,3,Jet Airways
2,15129,5,23,12,13,Jet Airways
1,10031,3,6,18,11,Jet Airways
1,5192,5,7,19,11,Air Asia
1,5162,5,6,10,3,Air Asia
1,15898,5,11,19,7,Multiple carriers
1,7878,6,7,22,15,Multiple carriers
1,4226,5,6,10,4,IndiGo
1,13817,3,21,10,13,Jet Airways
1,11087,3,8,11,26,Air India
2,11647,3,19,9,13,Air India
1,13555,3,22,9,10,Jet Airways
0,8016,6,17,20,3,Jet Airways
0,4174,4,9,11,2,SpiceJet
1,10844,5,20,18,22,GoAir
0,3943,5,0,3,2,Jet Airways
1,8586,5,21,4,7,Jet Airways
2,14300,6,12,4,16,Jet Airways
0,4273,3,5,8,2,SpiceJet
1,5162,5,6,10,3,Air Asia
0,4878,6,17,19,2,Vistara
0,3100,6,19,20,1,Air India
0,3841,5,14,17,2,SpiceJet
2,12488,6,18,19,24,Jet Airways
1,6297,5,6,11,5,SpiceJet
1,14714,6,11,19,7,Jet Airways
1,10262,6,2,4,26,Jet Airways
0,3419,6,0,3,2,Air India
0,6860,3,18,21,2,IndiGo
0,4423,6,9,12,2,SpiceJet
0,3943,5,23,2,2,IndiGo
2,10929,3,19,18,23,Jet Airways
1,16932,3,7,18,11,Vistara
0,8040,3,10,11,1,Jet Airways
0,9564,3,11,14,3,Jet Airways
1,8137,5,7,9,25,Vistara
0,8040,5,10,11,1,Jet Airways
1,7064,4,16,22,6,Jet Airways
